author,date,comment
joe131,2007-02-13 07:26:29+00:00,the arguments keep resurfacing hahahahost defines the breed and has in the pasthave the rules changed host
pat,2007-02-13 11:12:10+00:00,this discussion is about the cars listed at the top of the page if anyone wants to change the cars being discussed please start a new discussion thanks
kdshapiro,2007-02-13 12:32:29+00:00,this is precisely the reasonhttpwwwautotradercomfycvdpjspncalid1223979carid209707423what is the msrp on this car 51k52k just because gm products have their value fall like rocks is no reason to include them in less expensive segments with the 335 their msrp is to expensive but in the case of ctsv their supposed retail is within the range i think notoh and by the way have fun buying that car in new hampshire
circlew,2007-02-13 12:58:48+00:00,they probably will kill the cts anywaythen resurrect itno wait lets call it eldoradothat is why the us auto industry really cant survive no definitive direction mkz ctsmeans nothing in terms of best of breed too general for me anymoreregardsow
qbrozen,2007-02-13 14:16:15+00:00,ive said it before and ill say it again msrp onlyhey my uncle carls roommates brother got an m5 for under 40k so it belongs here uhhhh no our only true provable number is the sticker
tpjcourtney,2007-02-13 16:00:16+00:00,loved my 98 m34 but the e90 335i i just got is better the only thing i miss about the m3 is the lsdbesides that the 335i is better in every way from my point of view better brakes ride quality quieter handles as welli have the spt pkg more comfortable seats that hold you better as well nicer interior quality and much more power expecially down low in the rev rangethe 98 m3 sedan was the ultimate ellps in its time and for quite a few years after but others have now surpassed it
tpjcourtney,2007-02-13 16:11:08+00:00,just a quick question about the list at the top of the pagewhy are the is250 and 350 listed seperately while the a4 3 series and c class are listed just oncenot really important just wondering
robbieg,2007-02-13 16:22:35+00:00,just my two cents most people cross shop vehicles based on price and people buy cars based on payments i find it hard to believe that someone is looking at a base cts and a 335 there is just too much of a difference in price and monthly payments thus while they are both ellps they are not competitors also msrp is accurate for the japanese but is not accurate for americans the ellps segement should be defined based on model not price lastly at least we are no longer arguing about the mkz
circlew,2007-02-13 16:31:06+00:00,after driving a bmw a cts is the farthest thing from even a test drive imo we can discuss it here for it is the best the us has to offer at this point the name will probably change soon anyway regardsow
qbrozen,2007-02-13 16:31:54+00:00,of course i agree that many cars can be bought for less than msrp but the reason why i am so adamant that msrp be the only measure when setting up the parameters of a discussion is because as i posted here long ago you are asking for trouble when you use anything else you could have a vehicle thrust into the discussion based on anecdotal evidence of a one in a million deal and what happens when a car fits the price cap one month due to a special rebate and employee pricing but then goes back to being too expensive the next month msrp is the most consistent and reliable measuring stick we haveand as far as being defined by model that is a topic we have covered before as well if it were purely on model then the tl and s60 would be excluded because they are not the entrylevel models of their manufacturers
blueguydotcom,2007-02-13 17:11:54+00:00,its the quiet isolated feeling that drives me nuts about the e9x models i miss my lighter louder e46
frisconick,2007-02-13 17:41:36+00:00,would you say the entry level for acura would be the tsx surprise
blueguydotcom,2007-02-13 17:52:51+00:00,i consider both the tsx and tl entry lux cars acurahonda doesnt have what it takes to compete beyond that realm for some reason theyre afraid to offer a midsize or full size luxury competitor then again they also refuse to offer rwd weird
habitat1,2007-02-13 18:05:12+00:00,then again they also refuse to offer rwdexcept of course in the case of the s2000 it is a conundrum that honda has produced a 33k limited edition sports car that matches the 50k boxster and imo crushes the z4 and slk in driving dynamics and performance but has left their mainstream acuras struggling to compete in the ellps market with fwd and the lps market with awd and an anemic v6i still think my 2004 tl 6speed at 32k was a nice balance of luxury and performance compared to the 2004 crop of competitors but now one would need to spend 38k for a tls to get a manual transmission no more luxury and slightly more horsepower driving the wrong wheels the 2007 tls is less competitive imo than the former 2004 tl 6speed relative to its price performance value positioning if i had to do it all over today id likely be on a plane to germany doing the ed thing
